0, investigar linealidad procesamiento codigo;
0, investigar modelo placa;
1, investigar aplicacion y conexion bluetooht
0, hacer funcionar app windows y android
0, investigar control remoto
0, imprimir carcasa
0, tranformar codigo python-scratch
